ship-postal-code,ship-city,ship-state,ship-country
825314.0,BARUGHUTU,JHARKHAND,IN
689622.0,KURATTISSERY,KERALA,IN
735135.0,BINNAGURI,WEST BENGAL,IN
711409.0,HOWRAH,WEST BENGAL,IN
673001.0,KOZHIKODE,KERALA,IN
110038.0,NEW DELHI,DELHI,IN
761020.0,CHHATRAPUR,ODISHA,IN
670142.0,TALIPARAMBA,KERALA,IN
475220.0,BHITARWAR,MADHYA PRADESH,IN
125047.0,HISAR,HARYANA,IN
783331.0,GAURIPUR,ASSAM,IN
760003.0,BERHAMPUR,ODISHA,IN
635112.0,KAVERIPATTINAM,TAMIL NADU,IN
574212.0,BELLARE VILLAGE AND POST,KARNATAKA,IN
625106.0,MELUR,TAMIL NADU,IN
636108.0,SALEM,TAMIL NADU,IN
410205.0,PALI,MAHARASHTRA,IN
144032.0,JALANDHAR,PUNJAB,IN
502294.0,SANGAREDDY,TELANGANA,IN
302023.0,JAIPUR,RAJASTHAN,IN
400085.0,MUMBAI,MAHARASHTRA,IN
769012.0,ROURKELA,ODISHA,IN
685581.0,THODUPUZHA,KERALA,IN
400019.0,MUMBAI,MAHARASHTRA,IN
691506.0,KOTTARAKKARA,KERALA,IN
690530.0,ALAPPUZHA,KERALA,IN
735206.0,MANGALBARI,WEST BENGAL,IN
590005.0,BELAGAVI,KARNATAKA,IN
609609.0,KARAIKAL,PUDUCHERRY,IN
742302.0,BERHAMPORE,WEST BENGAL,IN
679106.0,KANIYARKODE,KERALA,IN
273010.0,GORAKHPUR,UTTAR PRADESH,IN
221112.0,GAURA KALA,UTTAR PRADESH,IN
722149.0,BANKURA,WEST BENGAL,IN
502255.0,YELDURTHY,TELANGANA,IN
443112.0,MALKAPUR MIDC,MAHARASHTRA,IN
673522.0,THIKKODY,KERALA,IN
123035.0,REWARI,HARYANA,IN
201314.0,GREATER NOIDA,UTTAR PRADESH,IN
676551.0,MALAPPURAM,KERALA,IN
443101.0,MALKAPUR DIST: BULDHANA,MAHARASHTRA,IN
591216.0,CHIKODE,KARNATAKA,IN
689583.0,PATHANAMTHITTA,KERALA,IN
756025.0,BALESHWAR,ODISHA,IN
571478.0,MANDYA,KARNATAKA,IN
712311.0,DANKUNI,WEST BENGAL,IN
620002.0,TIRUCHIRAPPALLI,TAMIL NADU,IN
523180.0,NAGULUPPALA PADU,ANDHRA PRADESH,IN
561101.0,KUDUR,KARNATAKA,IN
591221.0,BELAGAVI,KARNATAKA,IN
743368.0,SARISHA,WEST BENGAL,IN
695605.0,ATTINGAL,KERALA,IN
412109.0,PUNE,MAHARASHTRA,IN
831015.0,JAMSHEDPUR,JHARKHAND,IN
422206.0,OZAR,MAHARASHTRA,IN
500071.0,SECUNDERABAD,TELANGANA,IN
396007.0,VALSAD,GUJARAT,IN
621218.0,TRICHY,TAMIL NADU,IN
231306.0,CHUNAR,UTTAR PRADESH,IN
689511.0,ALAPPUZHA,KERALA,IN
688533.0,ALAPPUZHA,KERALA,IN
796007.0,AIZAWL,MIZORAM,IN
678009.0,PALAKKAD,KERALA,IN
786191.0,DULIAJAN NO 1,ASSAM,IN
784028.0,TEZPUR,ASSAM,IN
682557.0,KALPENI,LAKSHADWEEP,IN
410503.0,MANCHAR,MAHARASHTRA,IN
221109.0,VARANASI,UTTAR PRADESH,IN
250609.0,BAGHPAT,UTTAR PRADESH,IN
690110.0,MAVELIKKARA,KERALA,IN
683514.0,KOCHI,KERALA,IN
829144.0,PHUSRO,JHARKHAND,IN
753002.0,CUTTACK,ODISHA,IN
712404.0,HOWRAH,WEST BENGAL,IN
333023.0,BAGGAR,RAJASTHAN,IN
695601.0,THIRUVANANTHAPURAM,KERALA,IN
263639.0,KAUSANI,UTTARAKHAND,IN
683549.0,ERNAKULAM,KERALA,IN
461661.0,BABAI,MADHYA PRADESH,IN
477445.0,LAHAR,MADHYA PRADESH,IN
754142.0,JAGATSINGHAPUR,ODISHA,IN
273306.0,KACHHRAHWA TOLA,UTTAR PRADESH,IN
713201.0,DURGAPUR,WEST BENGAL,IN
534450.0,PEDAVEGI,ANDHRA PRADESH,IN
581351.0,KUMTA,KARNATAKA,IN
495452.0,KORBA,CHHATTISGARH,IN
263656.0,ALMORA,UTTARAKHAND,IN
321411.0,BHARATPUR,RAJASTHAN,IN
222131.0,JAUNPUR,UTTAR PRADESH,IN
700073.0,KOLKATA,WEST BENGAL,IN
276129.0,MAU,UTTAR PRADESH,IN
571463.0,MANDYA,KARNATAKA,IN
125052.0,ADAMPUR,HARYANA,IN
824234.0,BODH GAYA,BIHAR,IN
422306.0,LASALGAON,MAHARASHTRA,IN
686143.0,VAIKOM,KERALA,IN
441208.0,ARMORI,MAHARASHTRA,IN
360530.0,JAMJODHPUR,GUJARAT,IN
487001.0,NARSINGHPUR,MADHYA PRADESH,IN
783301.0,DHUBRI,ASSAM,IN
383315.0,"MALPUR ROAD, MODASA",GUJARAT,IN
713364.0,RUPNARAYANPUR,WEST BENGAL,IN
734105.0,DARJEELING,WEST BENGAL,IN
581355.0,SIDDAPUR,KARNATAKA,IN
759128.0,"BONDA,BANARPAL",ODISHA,IN
625515.0,CHINNAMANUR,TAMIL NADU,IN
382002.0,GANDHINAGAR,GUJARAT,IN
360490.0,UPLETA,GUJARAT,IN
572107.0,TUMKUR,KARNATAKA,IN
612501.0,PERUMANDI,TAMIL NADU,IN
443301.0,MEHKAR,MAHARASHTRA,IN
683105.0,ALUVA,KERALA,IN
695561.0,NEDUMANGAD,KERALA,IN
783124.0,DUDHNAI,ASSAM,IN
173030.0,KALA AMB,HIMACHAL PRADESH,IN
621111.0,TRICHY,TAMIL NADU,IN
444403.0,MANGRULPIR,MAHARASHTRA,IN
695141.0,VARKALA,KERALA,IN
443202.0,SINDKHED RAJA,MAHARASHTRA,IN
243751.0,BABRALA,UTTAR PRADESH,IN
126112.0,"SAFIDON, DITT. JIND",HARYANA,IN
423101.0,CHANDVAD,MAHARASHTRA,IN
673315.0,ATHOLI,KERALA,IN
173025.0,PAONTA SAHIB,HIMACHAL PRADESH,IN
799286.0,HALHALI,TRIPURA,IN
581334.0,HONNAVAR,KARNATAKA,IN
221314.0,MAHARAJGANJ,UTTAR PRADESH,IN
403725.0,DRAMAPUR,GOA,IN
422004.0,NASIK,MAHARASHTRA,IN
632317.0,ARANI TIRUVANNAMALAI DISTRICT,TAMIL NADU,IN
781131.0,RANI BLOCK,ASSAM,IN
403712.0,CHICALIM,GOA,IN
577528.0,JAGALUR,KARNATAKA,IN
174002.0,BILASPUR,HIMACHAL PRADESH,IN
144024.0,SUFIPIND,PUNJAB,IN
127306.0,CHARKHI DADRI,HARYANA,IN
821307.0,ROHTAS,BIHAR,IN
643102.0,COONOOR,TAMIL NADU,IN
441502.0,NAGPUR,MAHARASHTRA,IN
495224.0,BILHA,CHHATTISGARH,IN
517408.0,PALAMANER,ANDHRA PRADESH,IN
712138.0,CHANDANNAGAR,WEST BENGAL,IN
424306.0,PAMPALNER,MAHARASHTRA,IN
413219.0,SOLAPUR,MAHARASHTRA,IN
639006.0,KARUR,TAMIL NADU,IN
743122.0,"PALTA, NORTH 24 PARAGANAS, WEST BENGAL",WEST BENGAL,IN
321602.0,NADBAI,RAJASTHAN,IN
242221.0,JALALABAD SHAHJAHANPUR DISTRICT,UTTAR PRADESH,IN
574234.0,SULLIA,KARNATAKA,IN
522113.0,GUNTUR,ANDHRA PRADESH,IN
263152.0,GADARPUR,UTTARAKHAND,IN
785107.0,JORHAT,ASSAM,IN
721304.0,KHARAGPUR,WEST BENGAL,IN
621215.0,THOTTIYAM,TAMIL NADU,IN
688582.0,ALAPPUZHA,KERALA,IN
683556.0,VENGOLA,KERALA,IN
600031.0,CHENNAI,TAMIL NADU,IN
450661.0,PANDHANA,MADHYA PRADESH,IN
444003.0,AKOLA,MAHARASHTRA,IN
751005.0,BHUBANESWAR,ODISHA,IN
431123.0,KAIJ,MAHARASHTRA,IN
421506.0,AMBARNATH,MAHARASHTRA,IN
688561.0,ALAPPUZHA,KERALA,IN
524132.0,VENKATAGIRI,ANDHRA PRADESH,IN
691508.0,KOLLAM,KERALA,IN
734006.0,SILIGURI,WEST BENGAL,IN
272301.0,BASTI,UTTAR PRADESH,IN
394350.0,BARDOLI,GUJARAT,IN
680011.0,THRISSUR,KERALA,IN
761108.0,SURADA,ODISHA,IN
506314.0,WARANGAL,TELANGANA,IN
700005.0,KOLKATA,WEST BENGAL,IN
629501.0,PERUVILAI,TAMIL NADU,IN
680561.0,CHERPU,KERALA,IN
641605.0,TIRUPPUR,TAMIL NADU,IN
415501.0,KOREGAON,MAHARASHTRA,IN
682004.0,KOCHI,KERALA,IN
284405.0,MAHRONI,UTTAR PRADESH,IN
475335.0,BHANDER,MADHYA PRADESH,IN
181152.0,JAMMU AND KADHMIR,JAMMU & KASHMIR,IN
682003.0,KOCHI,KERALA,IN
458880.0,GAROTH,MADHYA PRADESH,IN
721631.0,NANDIGRAM,WEST BENGAL,IN
343041.0,SANCHORE,RAJASTHAN,IN
682016.0,ERNAKULAM,KERALA,IN
144410.0,PHILLAUR,PUNJAB,IN
713343.0,KULTI,WEST BENGAL,IN
431515.0,PARLI,MAHARASHTRA,IN
757037.0,KARANJIA,ODISHA,IN
793021.0,SHILLONG,MEGHALAYA,IN
721160.0,DEBRA,WEST BENGAL,IN
735204.0,BIRPARA TEA GARDEN,WEST BENGAL,IN
123501.0,BAWAL,HARYANA,IN
700076.0,KOLKATA,WEST BENGAL,IN
243501.0,FATEHGANJ PASHCHIMI,UTTAR PRADESH,IN
576113.0,UDUPI,KARNATAKA,IN
583131.0,BALLARI,KARNATAKA,IN
507202.0,KHAMMAM,TELANGANA,IN
636501.0,JALAGANDAPURAM,TAMIL NADU,IN
305006.0,AJMER,RAJASTHAN,IN
755050.0,JAJAPUR,ODISHA,IN
273212.0,GORAKHPUR,UTTAR PRADESH,IN
506132.0,NARSAMPET,TELANGANA,IN
768104.0,BARGARH DISTRICT,ODISHA,IN
421401.0,MURBAD,MAHARASHTRA,IN
700138.0,BUDGE BUDGE,WEST BENGAL,IN
475661.0,DATIA,MADHYA PRADESH,IN
522317.0,GUNTUR,ANDHRA PRADESH,IN
509339.0,KOSIGI,TELANGANA,IN
733143.0,ITAHAR,WEST BENGAL,IN
670304.0,KANNUR,KERALA,IN
144411.0,JALANDHA,PUNJAB,IN
785010.0,JORHAT,ASSAM,IN
679564.0,PUNNAYUR,KERALA,IN
148035.0,DIRBA,PUNJAB,IN
312615.0,ARNOD,RAJASTHAN,IN
731302.0,"KIRNAHAR , BIRBHUM",WEST BENGAL,IN
492009.0,RAIPUR,CHHATTISGARH,IN
204216.0,SASNI,UTTAR PRADESH,IN
744211.0,SWARAJ DWEEP,ANDAMAN & NICOBAR ,IN
754005.0,"BARANG, DADHAPATNA",ODISHA,IN
563122.0,KOLAR GOLD FIELD - KGF,KARNATAKA,IN
781032.0,GUWAHATI,ASSAM,IN
670008.0,PALLIKKUNNU,KERALA,IN
584124.0,KOPPAL,KARNATAKA,IN
752077.0,KHANDAPARA,ODISHA,IN
147301.0,MANDI GOVINDGARH,PUNJAB,IN
141401.0,KHANNA,PUNJAB,IN
247341.0,GANGOH,UTTAR PRADESH,IN
441302.0,KATOL,MAHARASHTRA,IN
160035.0,CHANDIGARH,CHANDIGARH,IN
388315.0,ANAND,GUJARAT,IN
802119.0,DUMRAON,BIHAR,IN
624401.0,NATHAM,TAMIL NADU,IN
401602.0,DAHANU,MAHARASHTRA,IN
412219.0,"PATAS , DISTRICT DAUND, PUNA",MAHARASHTRA,IN
673570.0,KUNNAMANGALAM,KERALA,IN
494337.0,CHARAMA,CHHATTISGARH,IN
788026.0,HAILAKANDI,ASSAM,IN
742236.0,FARAKKA BARRAGE TOWNSHIP,WEST BENGAL,IN
670593.0,IRIKKUR,KERALA,IN
494334.0,KANKER,CHHATTISGARH,IN
571253.0,VIRAJPETE,KARNATAKA,IN
682035.0,ERNAKULAM,KERALA,IN
676523.0,MALAPPURAM,KERALA,IN
689585.0,PATHANAMTHITTA,KERALA,IN
175103.0,MANALI,HIMACHAL PRADESH,IN
802133.0,BUXAR,BIHAR,IN
410101.0,"NERAL EAST, KARJAT RAIGAD",MAHARASHTRA,IN
627851.0,ALANGULAM TIRUNELVELI DISTRICT,TAMIL NADU,IN
248141.0,DEHRADUN,UTTARAKHAND,IN
574144.0,KUPPEPADAV,KARNATAKA,IN
516107.0,KADAPA,ANDHRA PRADESH,IN
574122.0,UDUPI,KARNATAKA,IN
423213.0,NASHIK,MAHARASHTRA,IN
522329.0,PITTALAVANIPALEM,ANDHRA PRADESH,IN
670502.0,TALIPARAMBA,KERALA,IN
416517.0,VENGURLA,MAHARASHTRA,IN
691559.0,KOLLAM,KERALA,IN
755043.0,PANIKOILI,ODISHA,IN
680569.0,TALIKKULAM,KERALA,IN
713333.0,ASANSOL,WEST BENGAL,IN
581396.0,KARWAR,KARNATAKA,IN
482009.0,JABALPUR,MADHYA PRADESH,IN
424101.0,JALGAON,MAHARASHTRA,IN
385120.0,DANTA,GUJARAT,IN
700116.0,KHARDAHA,WEST BENGAL,IN
627414.0,CHERANMADEVI,TAMIL NADU,IN
760007.0,BERHAMPUR,ODISHA,IN
145026.0,GURDASPUR,PUNJAB,IN
480886.0,LAKHNADON,MADHYA PRADESH,IN
629401.0,KANNIYAKUMARI,TAMIL NADU,IN
623522.0,RAMANATHAPURAM,TAMIL NADU,IN
685566.0,UDUMBANCHOLA,KERALA,IN
522659.0,GUNTUR,ANDHRA PRADESH,IN
711317.0,PANCHPARA,WEST BENGAL,IN
743429.0,TAKI,WEST BENGAL,IN
143201.0,BABA BAKALA,PUNJAB,IN
680571.0,THRISSUR,KERALA,IN
414603.0,"NEWASA-PHATA, TAL-NEWASA, DIST-AHMEDNAGAR",MAHARASHTRA,IN
241403.0,SANDI,UTTAR PRADESH,IN
712408.0,RAJBALHAT,WEST BENGAL,IN
713347.0,RANIGANJ,WEST BENGAL,IN
221713.0,CHITBARA GAON,UTTAR PRADESH,IN
412206.0,BHOR,MAHARASHTRA,IN
611101.0,THIRUVARUR,TAMIL NADU,IN
509209.0,NAGARKURNOOL,TELANGANA,IN
732215.0,FARAKKA PTS TOWNSHIP,WEST BENGAL,IN
305005.0,AJMER,RAJASTHAN,IN
506163.0,WARANGAL,TELANGANA,IN
680121.0,IRINJALAKUDA,KERALA,IN
246401.0,GOPESHWAR,UTTARAKHAND,IN
176051.0,KANGRA,HIMACHAL PRADESH,IN
682505.0,NJARACKAL P.O,KERALA,IN
673572.0,"ELETTIL VATTOLI,KOZHIKODE",KERALA,IN
530024.0,VISAKHAPATNAM,ANDHRA PRADESH,IN
632003.0,VELLORE,TAMIL NADU,IN
639114.0,KARUR,TAMIL NADU,IN
271803.0,SHRAVASTI,UTTAR PRADESH,IN
841302.0,CHAPRA,BIHAR,IN
768119.0,DEBAGARH,ODISHA,IN
611002.0,NAGAPATTINAM,TAMIL NADU,IN
685607.0,VANNAPPURAM,KERALA,IN
531002.0,ANAKAPALLE,ANDHRA PRADESH,IN
642110.0,KOIL PALAYAM,TAMIL NADU,IN
799002.0,AGARTALA,TRIPURA,IN
629166.0,MEKKAMANDABAM,TAMIL NADU,IN
250005.0,MEERUT,UTTAR PRADESH,IN
396002.0,VALSAD,GUJARAT,IN
411022.0,PUNE,MAHARASHTRA,IN
277506.0,MIDDHA,UTTAR PRADESH,IN
206242.0,BHARTHANA,UTTAR PRADESH,IN
683563.0,KALAMASSERY,KERALA,IN
784177.0,BISWANATH CHARIALI,ASSAM,IN
382029.0,GANDHINAGAR,GUJARAT,IN
686103.0,CHANGANACHERRY,KERALA,IN
524228.0,NELLORE,ANDHRA PRADESH,IN
689572.0,ALAPPUZHA,KERALA,IN
629165.0,NALLUR KANNIYAKUMARI DISTRICT,TAMIL NADU,IN
563160.0,MALUR INDUSTRIAL AREA,KARNATAKA,IN
811104.0,SHEIKHPURA,BIHAR,IN
533308.0,MANDAPETA,ANDHRA PRADESH,IN
416002.0,KOLHAPUR,MAHARASHTRA,IN
676123.0,MANJERI,KERALA,IN
670310.0,KANNUR,KERALA,IN
603127.0,CHENGALPATTU,TAMIL NADU,IN
172030.0,SHIMLA,HIMACHAL PRADESH,IN
533244.0,RAZOLE,ANDHRA PRADESH,IN
401301.0,VIRAR WEST,MAHARASHTRA,IN
623409.0,THONDI,TAMIL NADU,IN
743331.0,DIAMOND HARBOUR,WEST BENGAL,IN
431517.0,AMBEJOGAI,MAHARASHTRA,IN
682040.0,ERNAKULAM,KERALA,IN
263676.0,ALMORA,UTTARAKHAND,IN
361006.0,JAMNAGAR,GUJARAT,IN
403529.0,BICHOLIM,GOA,IN
686652.0,KOTTAYAM,KERALA,IN
691020.0,THAZHUTHALA,KERALA,IN
413520.0,AUSA,MAHARASHTRA,IN
695586.0,THIRUVANANTHAPURAM,KERALA,IN
401106.0,MUMBAI,MAHARASHTRA,IN
324004.0,KOTA,RAJASTHAN,IN
670701.0,KANDAMKUNNU,KERALA,IN
143514.0,BATALA,PUNJAB,IN
480559.0,TAMIA,MADHYA PRADESH,IN
691008.0,KOLLAM,KERALA,IN
402125.0,NAGOTHANE,MAHARASHTRA,IN
733202.0,ISLAMPUR,WEST BENGAL,IN
570024.0,MYSURU,KARNATAKA,IN
441501.0,KALAMESHWAR,MAHARASHTRA,IN
284124.0,JAKHAURA TALBEHAT,UTTAR PRADESH,IN
759016.0,DHENKANAL,ODISHA,IN
852110.0,LAUKAHA,BIHAR,IN
222303.0,SULTANPUR,UTTAR PRADESH,IN
695144.0,VARKALA,KERALA,IN
524412.0,GUDUR,ANDHRA PRADESH,IN
151505.0,MANSA,PUNJAB,IN
263641.0,BAGESHWAR,UTTARAKHAND,IN
283207.0,FIROZABAD,UTTAR PRADESH,IN
638701.0,KANGEYAM,TAMIL NADU,IN
146111.0,HOSHIARPUR-146111,PUNJAB,IN
532402.0,SRIKAKULAM,ANDHRA PRADESH,IN
473770.0,BADARWAS,MADHYA PRADESH,IN
394120.0,KOSAMBA,GUJARAT,IN
689642.0,"KOZHENCHERY, PATHANAMTHITTA",KERALA,IN
686605.0,KOTTAYAM,KERALA,IN
421308.0,BHIWANDI,MAHARASHTRA,IN
591201.0,CHIKODI,KARNATAKA,IN
242401.0,POWAYAN,UTTAR PRADESH,IN
301408.0,RAJGARH ALWAR DISTRICT,RAJASTHAN,IN
641103.0,COIMBATORE,TAMIL NADU,IN
761031.0,GANJAM,ODISHA,IN
562160.0,CHANNAPATNA,KARNATAKA,IN
132113.0,PANIPAT,HARYANA,IN
416601.0,"PHONDAGHAT, KANKAVLI",MAHARASHTRA,IN
416436.0,SANGLI MIRAJ KUPWAD,MAHARASHTRA,IN
585215.0,YADGIR,KARNATAKA,IN
221507.0,ALLAHABAD,UTTAR PRADESH,IN
303805.0,JAIPUR,RAJASTHAN,IN
415124.0,KARAD,MAHARASHTRA,IN
515415.0,ANANTHAPUR,ANDHRA PRADESH,IN
502269.0,SANGAREDDY,TELANGANA,IN
415408.0,SHIRALA,MAHARASHTRA,IN
206129.0,AURAIYA,UTTAR PRADESH,IN
680587.0,THRISSUR,KERALA,IN
345024.0,JAISALMER,RAJASTHAN,IN
461001.0,HOSHANGABAD,MADHYA PRADESH,IN
781334.0,NALBARI,ASSAM,IN
515301.0,MADAKASIRA,ANDHRA PRADESH,IN
492003.0,RAIPUR,CHHATTISGARH,IN
805130.0,WARISALIGANJ,BIHAR,IN
690105.0,KURATTISSERY,KERALA,IN
622002.0,"THIRUGOKARNAM, PUDUKKOTTAI",TAMIL NADU,IN
679328.0,MALAPPURAM,KERALA,IN
302022.0,JAIPUR,RAJASTHAN,IN
306021.0,PALI,RAJASTHAN,IN
360578.0,PORBANDAR,GUJARAT,IN
680584.0,NELLUVAI,KERALA,IN
635201.0,KRISHNAGIRI,TAMIL NADU,IN
620003.0,TIRUCHIRAPPALLI,TAMIL NADU,IN
742305.0,BERHAMPORE,WEST BENGAL,IN
753015.0,CUTTACK,ODISHA,IN
700130.0,MADHYAMGRAM,WEST BENGAL,IN
522236.0,GUNTUR,ANDHRA PRADESH,IN
629603.0,NAGERCOIL,TAMIL NADU,IN
422214.0,NASHIK,MAHARASHTRA,IN
333041.0,SIRIYASAR KALAN KA BAAS,RAJASTHAN,IN
621208.0,TIRUCHIRAPPALLI,TAMIL NADU,IN
302024.0,JAIPUR,RAJASTHAN,IN
722207.0,SONAMUKHI,WEST BENGAL,IN
415108.0,RETHARE BK. TAL KARAD DIST SATARA,MAHARASHTRA,IN
425401.0,AMALNER,MAHARASHTRA,IN
501501.0,PARGI,TELANGANA,IN
403515.0,CANDOLIM,GOA,IN
574216.0,DHARMASTHALA,KARNATAKA,IN
713146.0,MEMARI; MAHESHPUR PRIMARY SCHOOL,WEST BENGAL,IN
743411.0,BASIRHAT,WEST BENGAL,IN
723103.0,PURULIA I,WEST BENGAL,IN
144418.0,GORAYA,PUNJAB,IN
685509.0,KUMILY,KERALA,IN
741151.0,NADIA,WEST BENGAL,IN
847222.0,BENIPATTI,BIHAR,IN
621704.0,ARIYALUR,TAMIL NADU,IN
734002.0,SILIGURI,WEST BENGAL,IN
524341.0,NELLORE,ANDHRA PRADESH,IN
670703.0,KANNUR,KERALA,IN
560108.0,BENGALURU,KARNATAKA,IN
686689.0,MUVATTUPUZHA,KERALA,IN
788011.0,CACHAR,ASSAM,IN
689611.0,KOZHENCHERY,KERALA,IN
781039.0,NORTH GUWAHATI,ASSAM,IN
522603.0,GUNTUR,ANDHRA PRADESH,IN
473885.0,SHIVPURI,MADHYA PRADESH,IN
637018.0,PERIYAMANALI,TAMIL NADU,IN
460551.0,AMLA,MADHYA PRADESH,IN
676508.0,THENNALA,KERALA,IN
249401.0,HARIDWAR,UTTARAKHAND,IN
360003.0,RAJKOT,GUJARAT,IN
246746.0,SEOHARA,UTTAR PRADESH,IN
244501.0,KANTH MORADABAD DISTRICT,UTTAR PRADESH,IN
679323.0,PERINTHALMANNA,KERALA,IN
712222.0,CHINSURAH,WEST BENGAL,IN
175033.0,BALDWARA,HIMACHAL PRADESH,IN
691554.0,ADOOR,KERALA,IN
732102.0,MALDA,WEST BENGAL,IN
570006.0,MYSURU,KARNATAKA,IN
484110.0,BURHAR,MADHYA PRADESH,IN
632521.0,ARCOT,TAMIL NADU,IN
144204.0,"URMAR TANDA, HOSHIARPUR",PUNJAB,IN
680669.0,KODUNGALLUR,KERALA,IN
534281.0,MOGALTUR,ANDHRA PRADESH,IN
581348.0,HONAVAR,KARNATAKA,IN
682041.0,ERNAKULAM,KERALA,IN
574221.0,PUTTUR,KARNATAKA,IN
523271.0,ZARUGUMILLI,ANDHRA PRADESH,IN
691520.0,KOLLAM,KERALA,IN
816101.0,SAHIBGANJ,JHARKHAND,IN
691306.0,ANCHAL,KERALA,IN
382026.0,GANDHINAGAR,GUJARAT,IN
516162.0,CHENNUR,ANDHRA PRADESH,IN
673541.0,MEPPAYYUR,KERALA,IN
712148.0,BANSBERIA,WEST BENGAL,IN
574197.0,MOODBIDRI,KARNATAKA,IN
641607.0,TIRUPPUR,TAMIL NADU,IN
425413.0,TALODA,MAHARASHTRA,IN
574220.0,PUTTUR,KARNATAKA,IN
365421.0,BABRA,GUJARAT,IN
571422.0,MELLAHALLI,KARNATAKA,IN
712412.0,KHANAKUL I,WEST BENGAL,IN
223223.0,AZAMGARH,UTTAR PRADESH,IN
523225.0,ONGOLE,ANDHRA PRADESH,IN
673106.0,VADAKARA,KERALA,IN
421303.0,VADA,MAHARASHTRA,IN
835103.0,RANCHI,JHARKHAND,IN
495220.0,BODRI,CHHATTISGARH,IN
496440.0,PUSAUR,CHHATTISGARH,IN
493885.0,GOBRA NAWAPARA,CHHATTISGARH,IN
689125.0,CHENGANNUR,KERALA,IN
516101.0,KODUR,ANDHRA PRADESH,IN
784529.0,MANGALDOI,ASSAM,IN
736146.0,MATHABHANGA,WEST BENGAL,IN
670674.0,KANNUR,KERALA,IN
786010.0,DIBRUGARH,ASSAM,IN
415506.0,VADUJ,MAHARASHTRA,IN
416216.0,KAGAL,MAHARASHTRA,IN
752085.0,NAYAGARH,ODISHA,IN
531021.0,VISHAKAPATNAM,ANDHRA PRADESH,IN
425306.0,MUKTAINAGAR,MAHARASHTRA,IN
442907.0,WARORA,MAHARASHTRA,IN
171222.0,DISTT.SHIMLA,HIMACHAL PRADESH,IN
689521.0,CHENGANNUR,KERALA,IN
403005.0,SANTA CRUZ,GOA,IN
813214.0,MUNGER,BIHAR,IN
250342.0,SARDHANA,UTTAR PRADESH,IN
685552.0,MUNDIYERUMA,KERALA,IN
473111.0,GUNA,MADHYA PRADESH,IN
759001.0,DHENKANAL,ODISHA,IN
572137.0,SIRA,KARNATAKA,IN
642111.0,MADATHUKULAM,TAMIL NADU,IN
680101.0,GURUVAYUR,KERALA,IN
643101.0,COONOOR,TAMIL NADU,IN
147105.0,PATRAN,PUNJAB,IN
416522.0,VENGURLA,MAHARASHTRA,IN
686576.0,KOTTAYAM DISTRICT,KERALA,IN
678012.0,PALAKKAD,KERALA,IN
678721.0,PALAKKAD,KERALA,IN
695572.0,KULATHUMMAL,KERALA,IN
580025.0,HUBBALLI,KARNATAKA,IN
505187.0,PALAKURTHY,TELANGANA,IN
786007.0,LEPETKATA,ASSAM,IN
788725.0,KARIMGANJ,ASSAM,IN
431514.0,GANGAKHED,MAHARASHTRA,IN
209303.0,RURA,UTTAR PRADESH,IN
273311.0,NICHLAUL,UTTAR PRADESH,IN
753011.0,CUTTACK,ODISHA,IN
631004.0,ARAKONAM,TAMIL NADU,IN
783346.0,KOKRAJHAR,ASSAM,IN
227801.0,SULTANPUR,UTTAR PRADESH,IN
671121.0,KASARAGOD,KERALA,IN
442705.0,AHERI,MAHARASHTRA,IN
493222.0,BHATGAON,CHHATTISGARH,IN
458001.0,MANDSAURMANDSOUR,MADHYA PRADESH,IN
228159.0,"AMETHI,SULTANPUR",UTTAR PRADESH,IN
756051.0,BALESHWAR,ODISHA,IN
629852.0,BOOTHAPANDI,TAMIL NADU,IN
629804.0,THIKKANAMCODE,TAMIL NADU,IN
502103.0,SIDDIPET,TELANGANA,IN
335701.0,ANUPGARH,RAJASTHAN,IN
827003.0,BOKARO STEEL CITY,JHARKHAND,IN
688522.0,KALAVOOR,KERALA,IN
636115.0,VAZHAPADI,TAMIL NADU,IN
625019.0,MADURAI,TAMIL NADU,IN
504296.0,KAGAZNAGAR,TELANGANA,IN
581326.0,KUMTA,KARNATAKA,IN
425307.0,NIMBHORE BUDRUK,MAHARASHTRA,IN
759025.0,DHENKANAL,ODISHA,IN
177210.0,UNA,HIMACHAL PRADESH,IN
625531.0,THENI,TAMIL NADU,IN
144026.0,JALANDHAR,PUNJAB,IN
786184.0,CHABUA,ASSAM,IN
755026.0,KALINGA NAGAR INDUSTRIAL AREA,ODISHA,IN
679522.0,VANIYAMKULAM II,KERALA,IN
601203.0,CHENNAI,TAMIL NADU,IN
711227.0,BALLY,WEST BENGAL,IN
441903.0,ADYAL,MAHARASHTRA,IN
517101.0,TIRUPATI,ANDHRA PRADESH,IN
312605.0,PRATAPGARH,RAJASTHAN,IN
305814.0,RIICO INDUSTRIAL AREA RUPANGARH,RAJASTHAN,IN
794002.0,TURA,MEGHALAYA,IN
686013.0,KOTTAYAM,KERALA,IN
680308.0,KORATTY,KERALA,IN
690522.0,KOLLAM,KERALA,IN
518405.0,KURNOOL,ANDHRA PRADESH,IN
451332.0,KHARGONE,MADHYA PRADESH,IN
140118.0,ANANDPUR SAHIB,PUNJAB,IN
613002.0,THANJAVUR,TAMIL NADU,IN
493445.0,MAHASAMUND,CHHATTISGARH,IN
799046.0,DINABANDHUNAGAR,TRIPURA,IN
388265.0,KHEDA,GUJARAT,IN
